country,year,v2x_frassoc_thick,NGDPDPC,NGDP_RPCH,v2x_pubcorr,v2xnp_regcorr,v2xel_frefair,v2x_freexp,v2elembcap
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2003,0.849,15211.145,3.1,0.077,0.131,0.942,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2004,0.853,17107.739,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2005,0.854,20162.881,4.4,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2006,0.854,22596.681,5.2,0.077,0.102,0.94,0.956,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2007,0.854,25075.287,5.8,0.077,0.102,0.94,0.95,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
KOR,2008,0.843,22291.166,3.0,0.094,0.198,0.943,0.814,2.535
