region,subregion,country,year,PISA,GDI,GINI,LibDem,Public Spending on Education,Private Spending on Education
Europe,Northern Europe,Ireland,2004,,0.968,33.6,0.811,,
Europe,Northern Europe,Ireland,2005,,0.972,33.8,0.811,,
Europe,Northern Europe,Ireland,2006,517.0,0.972,32.7,0.811,,
Europe,Northern Europe,Ireland,2007,,0.969,31.9,0.822,,
Europe,Northern Europe,Ireland,2008,,0.97,30.9,0.828,,
Europe,Northern Europe,Ireland,2009,496.0,0.972,32.7,0.828,,
Europe,Northern Europe,Ireland,2010,,0.972,32.3,0.828,,
Europe,Northern Europe,Ireland,2011,,0.97,32.9,0.823,,
Europe,Northern Europe,Ireland,2012,523.0,0.972,33.2,0.822,,
Europe,Northern Europe,Ireland,2013,,0.97,33.5,0.826,,
Europe,Northern Europe,Ireland,2014,,0.969,31.9,0.825,,
Europe,Northern Europe,Ireland,2015,521.0,0.973,31.8,0.826,66.71474,66.71474
Europe,Northern Europe,Ireland,2016,,0.978,32.8,0.819,67.098396,67.098396
Europe,Northern Europe,Ireland,2017,,0.98,31.4,0.822,66.93074,66.93074
Europe,Northern Europe,Ireland,2018,518.0,0.982,30.6,0.825,67.88229,67.88229
Europe,Northern Europe,Ireland,2019,,0.987,30.8,0.827,68.48611,68.48611
Europe,Northern Europe,Ireland,2020,,0.986,29.2,0.827,70.37957,70.37957
Europe,Northern Europe,Ireland,2021,,0.991,30.1,0.835,,
Europe,Northern Europe,Ireland,2022,516.0,0.996,,0.826,,
Asia,Western Asia,Israel,2000,452.0,0.941,,0.699,60.05169,60.05169
Asia,Western Asia,Israel,2001,,0.942,38.9,0.689,,
Asia,Western Asia,Israel,2002,,0.942,39.6,0.69,,
Asia,Western Asia,Israel,2003,,0.942,40.7,0.688,,
Asia,Western Asia,Israel,2004,,0.944,41.5,0.688,,
Asia,Western Asia,Israel,2005,,0.959,42.3,0.688,53.06464,53.06464
Asia,Western Asia,Israel,2006,439.0,0.973,41.6,0.691,,
Asia,Western Asia,Israel,2007,,0.974,41.1,0.688,,
Asia,Western Asia,Israel,2008,,0.975,41.6,0.688,51.3198,51.3198
Asia,Western Asia,Israel,2009,474.0,0.969,42.6,0.684,58.16929,58.16929
Asia,Western Asia,Israel,2010,,0.969,42.6,0.672,54.22624,54.22624
Asia,Western Asia,Israel,2011,,0.968,41.4,0.672,48.99751,48.99751
Asia,Western Asia,Israel,2012,486.0,0.97,41.3,0.678,51.830849,51.830849
Asia,Western Asia,Israel,2013,,0.971,39.9,0.663,52.18204,52.18204
Asia,Western Asia,Israel,2014,,0.973,39.8,0.663,52.81182,52.81182
Asia,Western Asia,Israel,2015,479.0,0.976,39.7,0.656,59.26456,59.26456
Asia,Western Asia,Israel,2016,,0.973,39.0,0.649,53.85601,53.85601
Asia,Western Asia,Israel,2017,,0.987,38.2,0.637,58.48301,58.48301
Asia,Western Asia,Israel,2018,470.0,0.979,38.6,0.632,51.78571,51.78571
Asia,Western Asia,Israel,2019,,0.989,38.3,0.625,52.09787,52.09787
Asia,Western Asia,Israel,2020,,0.991,37.8,0.641,56.695309,56.695309
Asia,Western Asia,Israel,2021,,0.982,37.9,0.654,,
Asia,Western Asia,Israel,2022,474.0,0.991,,0.653,,
Europe,Southern Europe,Italy,2000,487.0,0.955,35.2,0.756,77.15996,77.15996
Europe,Southern Europe,Italy,2001,,0.959,,0.747,,
Europe,Southern Europe,Italy,2002,,0.957,34.7,0.756,,
Europe,Southern Europe,Italy,2003,476.0,0.958,34.9,0.758,,
Europe,Southern Europe,Italy,2004,,0.963,34.3,0.758,,
Europe,Southern Europe,Italy,2005,,0.963,33.8,0.764,72.17553,72.17553
Europe,Southern Europe,Italy,2006,469.0,0.965,33.7,0.778,,
Europe,Southern Europe,Italy,2007,,0.966,32.9,0.789,,
Europe,Southern Europe,Italy,2008,,0.969,33.8,0.77,69.37157,69.37157
Europe,Southern Europe,Italy,2009,486.0,0.969,33.8,0.771,67.31834,67.31834
Europe,Southern Europe,Italy,2010,,0.969,34.7,0.775,66.07988,66.07988
Europe,Southern Europe,Italy,2011,,0.97,35.1,0.784,64.46392,64.46392
Europe,Southern Europe,Italy,2012,490.0,0.971,35.2,0.791,64.193321,64.193321
Europe,Southern Europe,Italy,2013,,0.969,34.9,0.786,65.01943,65.01943
Europe,Southern Europe,Italy,2014,,0.969,34.7,0.787,63.24794,63.24794
Europe,Southern Europe,Italy,2015,485.0,0.968,35.4,0.787,61.71525,61.71525
Europe,Southern Europe,Italy,2016,,0.97,35.2,0.794,60.97065,60.97065
Europe,Southern Europe,Italy,2017,,0.969,35.9,0.795,61.82516,61.82516
Europe,Southern Europe,Italy,2018,476.0,0.969,35.2,0.788,61.88784,61.88784
Europe,Southern Europe,Italy,2019,,0.971,34.6,0.783,60.99926,60.99926
Europe,Southern Europe,Italy,2020,,0.975,35.2,0.78,61.431301,61.431301
Europe,Southern Europe,Italy,2021,,0.972,34.8,0.781,,
Europe,Southern Europe,Italy,2022,482.0,0.975,,0.766,,
Asia,Eastern Asia,Japan,2000,522.0,0.959,,0.77,,
Asia,Eastern Asia,Japan,2001,,0.96,,0.77,,
Asia,Eastern Asia,Japan,2002,,0.96,,0.77,,
Asia,Eastern Asia,Japan,2003,498.0,0.96,,0.77,,
Asia,Eastern Asia,Japan,2004,,0.961,,0.77,,
Asia,Eastern Asia,Japan,2005,,0.961,,0.772,32.24158,32.24158
Asia,Eastern Asia,Japan,2006,498.0,0.961,,0.777,,
Asia,Eastern Asia,Japan,2007,,0.961,,0.777,,
Asia,Eastern Asia,Japan,2008,,0.961,34.8,0.781,,
Asia,Eastern Asia,Japan,2009,520.0,0.958,,0.785,,
Asia,Eastern Asia,Japan,2010,,0.957,32.1,0.783,34.35134,34.35134
Asia,Eastern Asia,Japan,2011,,0.957,,0.783,31.65347,31.65347
Asia,Eastern Asia,Japan,2012,538.0,0.958,,0.776,32.581261,32.581261
Asia,Eastern Asia,Japan,2013,,0.959,32.9,0.749,34.52237,34.52237
Asia,Eastern Asia,Japan,2014,,0.96,,0.747,33.79136,33.79136
Asia,Eastern Asia,Japan,2015,516.0,0.961,,0.748,32.06198,32.06198
Asia,Eastern Asia,Japan,2016,,0.962,,0.748,30.555969,30.555969
Asia,Eastern Asia,Japan,2017,,0.964,,0.747,31.23126,31.23126
Asia,Eastern Asia,Japan,2018,504.0,0.965,,0.76,32.13429,32.13429
Asia,Eastern Asia,Japan,2019,,0.966,,0.762,32.62918,32.62918
Asia,Eastern Asia,Japan,2020,,0.965,,0.748,35.546391,35.546391
Asia,Eastern Asia,Japan,2021,,0.966,,0.738,,
Asia,Eastern Asia,Japan,2022,516.0,0.97,,0.738,,
Asia,Eastern Asia,"Korea, Republic of",2000,525.0,0.933,,0.765,,
Asia,Eastern Asia,"Korea, Republic of",2001,,0.934,,0.769,,
Asia,Eastern Asia,"Korea, Republic of",2002,,0.934,,0.771,,
Asia,Eastern Asia,"Korea, Republic of",2003,534.0,0.932,,0.772,,
Asia,Eastern Asia,"Korea, Republic of",2004,,0.935,,0.772,,
Asia,Eastern Asia,"Korea, Republic of",2005,,0.936,,0.772,,
Asia,Eastern Asia,"Korea, Republic of",2006,556.0,0.937,31.7,0.772,,
Asia,Eastern Asia,"Korea, Republic of",2007,,0.936,,0.77,,
Asia,Eastern Asia,"Korea, Republic of",2008,,0.937,32.3,0.67,,
Asia,Eastern Asia,"Korea, Republic of",2009,539.0,0.927,,0.669,,
Asia,Eastern Asia,"Korea, Republic of",2010,,0.933,32.0,0.67,,
Asia,Eastern Asia,"Korea, Republic of",2011,,0.933,,0.67,,
Asia,Eastern Asia,"Korea, Republic of",2012,536.0,0.934,31.6,0.66,,
Asia,Eastern Asia,"Korea, Republic of",2013,,0.935,,0.611,,
Asia,Eastern Asia,"Korea, Republic of",2014,,0.936,31.2,0.602,,
Asia,Eastern Asia,"Korea, Republic of",2015,517.0,0.937,,0.606,36.13366,36.13366
Asia,Eastern Asia,"Korea, Republic of",2016,,0.939,35.2,0.628,37.577148,37.577148
Asia,Eastern Asia,"Korea, Republic of",2017,,0.941,34.9,0.795,38.13295,38.13295
Asia,Eastern Asia,"Korea, Republic of",2018,514.0,0.944,33.7,0.797,39.74156,39.74156
Asia,Eastern Asia,"Korea, Republic of",2019,,0.946,33.2,0.784,38.2566,38.2566
Asia,Eastern Asia,"Korea, Republic of",2020,,0.947,32.7,0.79,43.263229,43.263229
Asia,Eastern Asia,"Korea, Republic of",2021,,0.948,32.9,0.781,,
Asia,Eastern Asia,"Korea, Republic of",2022,515.0,0.949,,0.729,,
Europe,Northern Europe,Latvia,2000,458.0,1.034,,0.703,56.00677,56.00677
Europe,Northern Europe,Latvia,2001,,1.037,,0.703,,
Europe,Northern Europe,Latvia,2002,,1.039,,0.706,,
Europe,Northern Europe,Latvia,2003,491.0,1.035,,0.712,,
Europe,Northern Europe,Latvia,2004,,1.038,36.4,0.712,,
Europe,Northern Europe,Latvia,2005,,1.046,39.0,0.708,53.8003,53.8003
Europe,Northern Europe,Latvia,2006,479.0,1.048,35.6,0.699,,
Europe,Northern Europe,Latvia,2007,,1.043,37.5,0.684,,
Europe,Northern Europe,Latvia,2008,,1.047,37.2,0.684,60.25676,60.25676
Europe,Northern Europe,Latvia,2009,484.0,1.043,35.9,0.694,55.16903,55.16903
Europe,Northern Europe,Latvia,2010,,1.04,35.0,0.699,51.99277,51.99277
Europe,Northern Europe,Latvia,2011,,1.034,35.8,0.725,58.23732,58.23732
Europe,Northern Europe,Latvia,2012,489.0,1.033,35.2,0.733,59.860741,59.860741
Europe,Northern Europe,Latvia,2013,,1.026,35.5,0.743,61.73703,61.73703
Europe,Northern Europe,Latvia,2014,,1.03,35.1,0.752,73.4198,73.4198
Europe,Northern Europe,Latvia,2015,488.0,1.033,34.2,0.756,72.61578,72.61578
Europe,Northern Europe,Latvia,2016,,1.032,34.3,0.749,65.301086,65.301086
Europe,Northern Europe,Latvia,2017,,1.033,35.6,0.746,59.7896,59.7896
Europe,Northern Europe,Latvia,2018,479.0,1.031,35.1,0.745,57.6136,57.6136
Europe,Northern Europe,Latvia,2019,,1.024,34.5,0.746,57.50362,57.50362
Europe,Northern Europe,Latvia,2020,,1.025,35.7,0.739,58.125511,58.125511
Europe,Northern Europe,Latvia,2021,,1.031,34.3,0.744,,
Europe,Northern Europe,Latvia,2022,475.0,1.028,,0.743,,
Europe,Northern Europe,Lithuania,2000,,1.013,,0.759,,
Europe,Northern Europe,Lithuania,2001,,1.02,,0.758,,
Europe,Northern Europe,Lithuania,2002,,1.018,,0.758,,
Europe,Northern Europe,Lithuania,2003,,1.022,,0.753,,
Europe,Northern Europe,Lithuania,2004,,1.024,37.0,0.761,,
Europe,Northern Europe,Lithuania,2005,,1.037,35.3,0.76,63.12416,63.12416
Europe,Northern Europe,Lithuania,2006,470.0,1.041,34.4,0.759,,
Europe,Northern Europe,Lithuania,2007,,1.041,34.8,0.76,,
Europe,Northern Europe,Lithuania,2008,,1.03,35.7,0.765,65.4518,65.4518
Europe,Northern Europe,Lithuania,2009,468.0,1.031,37.2,0.787,62.49936,62.49936
Europe,Northern Europe,Lithuania,2010,,1.04,33.6,0.791,66.69221,66.69221
Europe,Northern Europe,Lithuania,2011,,1.044,32.5,0.789,71.90716,71.90716
Europe,Northern Europe,Lithuania,2012,477.0,1.038,35.1,0.784,72.964844,72.964844
Europe,Northern Europe,Lithuania,2013,,1.031,35.3,0.773,72.67757,72.67757
Europe,Northern Europe,Lithuania,2014,,1.026,37.7,0.774,74.34711,74.34711
Europe,Northern Europe,Lithuania,2015,472.0,1.03,37.4,0.781,71.76677,71.76677
Europe,Northern Europe,Lithuania,2016,,1.029,38.4,0.772,66.318619,66.318619
Europe,Northern Europe,Lithuania,2017,,1.023,37.3,0.749,64.48744,64.48744
Europe,Northern Europe,Lithuania,2018,476.0,1.02,35.7,0.75,66.09361,66.09361
Europe,Northern Europe,Lithuania,2019,,1.017,35.3,0.757,67.0477,67.0477
Europe,Northern Europe,Lithuania,2020,,1.023,36.0,0.75,69.735893,69.735893
Europe,Northern Europe,Lithuania,2021,,1.022,36.7,0.739,,
Europe,Northern Europe,Lithuania,2022,472.0,1.028,,0.741,,
Europe,Western Europe,Luxembourg,2000,441.0,0.994,30.1,0.792,,
Europe,Western Europe,Luxembourg,2001,,0.993,30.9,0.792,,
Europe,Western Europe,Luxembourg,2002,,0.988,31.0,0.792,,
Europe,Western Europe,Luxembourg,2003,479.0,0.972,30.2,0.792,,
Europe,Western Europe,Luxembourg,2004,,0.978,30.2,0.792,,
Europe,Western Europe,Luxembourg,2005,,0.975,30.8,0.791,,
Europe,Western Europe,Luxembourg,2006,479.0,0.976,30.9,0.791,,
Europe,Western Europe,Luxembourg,2007,,0.986,31.1,0.791,,
Europe,Western Europe,Luxembourg,2008,,0.975,32.6,0.791,,
Europe,Western Europe,Luxembourg,2009,472.0,0.963,31.2,0.794,,
Europe,Western Europe,Luxembourg,2010,,0.975,30.5,0.796,,
Europe,Western Europe,Luxembourg,2011,,0.975,32.1,0.796,,
Europe,Western Europe,Luxembourg,2012,488.0,0.981,34.3,0.796,92.512512,92.512512
Europe,Western Europe,Luxembourg,2013,,0.98,32.0,0.796,95.87461,95.87461
Europe,Western Europe,Luxembourg,2014,,0.989,31.2,0.795,93.34135,93.34135
Europe,Western Europe,Luxembourg,2015,481.0,0.985,32.9,0.795,92.39321,92.39321
Europe,Western Europe,Luxembourg,2016,,0.992,31.7,0.795,91.85878,91.85878
Europe,Western Europe,Luxembourg,2017,,0.992,34.5,0.795,88.8977,88.8977
Europe,Western Europe,Luxembourg,2018,470.0,0.996,35.4,0.795,90.36514,90.36514
Europe,Western Europe,Luxembourg,2019,,0.992,34.2,0.795,91.01956,91.01956
Europe,Western Europe,Luxembourg,2020,,0.997,33.4,0.788,90.319023,90.319023
Europe,Western Europe,Luxembourg,2021,,0.998,32.7,0.788,,
Europe,Western Europe,Luxembourg,2022,,0.999,,0.792,,
Americas,Central America,Mexico,2000,422.0,0.926,53.4,0.481,79.39841,79.39841
Americas,Central America,Mexico,2001,,0.927,,0.489,,
Americas,Central America,Mexico,2002,,0.927,50.6,0.495,,
Americas,Central America,Mexico,2003,400.0,0.931,,0.502,,
Americas,Central America,Mexico,2004,,0.933,50.3,0.511,,
Americas,Central America,Mexico,2005,,0.94,50.9,0.511,68.97909,68.97909
Americas,Central America,Mexico,2006,410.0,0.94,49.7,0.479,,
Americas,Central America,Mexico,2007,,0.942,,0.452,,
Americas,Central America,Mexico,2008,,0.944,50.8,0.455,70.13445,70.13445
Americas,Central America,Mexico,2009,425.0,0.948,,0.46,68.68877,68.68877
Americas,Central America,Mexico,2010,,0.952,47.7,0.47,69.88416,69.88416
Americas,Central America,Mexico,2011,,0.953,,0.469,67.06262,67.06262
Americas,Central America,Mexico,2012,424.0,0.952,49.6,0.461,69.690102,69.690102
Americas,Central America,Mexico,2013,,0.954,,0.425,70.32203,70.32203
Americas,Central America,Mexico,2014,,0.954,48.9,0.424,71.18258,71.18258
Americas,Central America,Mexico,2015,423.0,0.955,,0.433,70.86375,70.86375
Americas,Central America,Mexico,2016,,0.958,46.9,0.433,69.096931,69.096931
Americas,Central America,Mexico,2017,,0.96,,0.439,69.75447,69.75447
Americas,Central America,Mexico,2018,420.0,0.964,46.0,0.455,57.56574,57.56574
Americas,Central America,Mexico,2019,,0.968,,0.434,55.89927,55.89927
Americas,Central America,Mexico,2020,,0.979,44.6,0.406,66.899391,66.899391
Americas,Central America,Mexico,2021,,0.982,,0.37,,
Americas,Central America,Mexico,2022,415.0,0.978,43.5,0.334,,
Europe,Western Europe,Netherlands,2000,,0.954,,0.815,74.05474,74.05474
Europe,Western Europe,Netherlands,2001,,0.959,,0.815,,
Europe,Western Europe,Netherlands,2002,,0.959,,0.803,,
Europe,Western Europe,Netherlands,2003,513.0,0.96,,0.809,,
Europe,Western Europe,Netherlands,2004,,0.962,29.8,0.809,,
Europe,Western Europe,Netherlands,2005,,0.95,29.0,0.809,71.7541,71.7541
Europe,Western Europe,Netherlands,2006,507.0,0.95,30.0,0.814,,
Europe,Western Europe,Netherlands,2007,,0.953,29.6,0.822,,
Europe,Western Europe,Netherlands,2008,,0.953,29.3,0.822,69.82674,69.82674
Europe,Western Europe,Netherlands,2009,508.0,0.954,27.9,0.822,69.5383,69.5383
Europe,Western Europe,Netherlands,2010,,0.957,27.8,0.826,70.05509,70.05509
Europe,Western Europe,Netherlands,2011,,0.959,27.8,0.828,69.01323,69.01323
Europe,Western Europe,Netherlands,2012,511.0,0.956,27.6,0.825,68.648537,68.648537
Europe,Western Europe,Netherlands,2013,,0.956,28.1,0.829,68.2345,68.2345
Europe,Western Europe,Netherlands,2014,,0.956,28.6,0.832,67.73226,67.73226
Europe,Western Europe,Netherlands,2015,503.0,0.958,28.2,0.832,67.5386,67.5386
Europe,Western Europe,Netherlands,2016,,0.959,28.2,0.832,67.485031,67.485031
Europe,Western Europe,Netherlands,2017,,0.96,28.5,0.835,66.86879,66.86879
Europe,Western Europe,Netherlands,2018,485.0,0.961,28.1,0.831,67.74423,67.74423
Europe,Western Europe,Netherlands,2019,,0.962,29.2,0.814,68.3316,68.3316
Europe,Western Europe,Netherlands,2020,,0.961,26.0,0.806,68.466026,68.466026
Europe,Western Europe,Netherlands,2021,,0.968,25.7,0.81,,
Europe,Western Europe,Netherlands,2022,459.0,0.968,,0.797,,
Oceania,Australia and New Zealand,New Zealand,2000,529.0,0.979,,0.827,52.10261,52.10261
Oceania,Australia and New Zealand,New Zealand,2001,,0.977,,0.827,,
Oceania,Australia and New Zealand,New Zealand,2002,,0.975,,0.827,,
Oceania,Australia and New Zealand,New Zealand,2003,522.0,0.974,,0.828,,
Oceania,Australia and New Zealand,New Zealand,2004,,0.971,,0.828,,
Oceania,Australia and New Zealand,New Zealand,2005,,0.971,,0.828,52.25578,52.25578
Oceania,Australia and New Zealand,New Zealand,2006,521.0,0.968,,0.827,,
Oceania,Australia and New Zealand,New Zealand,2007,,0.969,,0.827,,
Oceania,Australia and New Zealand,New Zealand,2008,,0.968,,0.829,58.74877,58.74877
Oceania,Australia and New Zealand,New Zealand,2009,521.0,0.964,,0.843,58.11138,58.11138
Oceania,Australia and New Zealand,New Zealand,2010,,0.963,,0.845,56.22639,56.22639
Oceania,Australia and New Zealand,New Zealand,2011,,0.97,,0.842,54.93686,54.93686
Oceania,Australia and New Zealand,New Zealand,2012,512.0,0.972,,0.841,53.661869,53.661869
Oceania,Australia and New Zealand,New Zealand,2013,,0.971,,0.834,53.72038,53.72038
Oceania,Australia and New Zealand,New Zealand,2014,,0.962,,0.833,52.74669,52.74669
Oceania,Australia and New Zealand,New Zealand,2015,509.0,0.962,,0.835,51.49054,51.49054
Oceania,Australia and New Zealand,New Zealand,2016,,0.972,,0.835,50.783428,50.783428
Oceania,Australia and New Zealand,New Zealand,2017,,0.968,,0.829,50.83804,50.83804
Oceania,Australia and New Zealand,New Zealand,2018,506.0,0.978,,0.835,53.55965,53.55965
Oceania,Australia and New Zealand,New Zealand,2019,,0.968,,0.835,53.65507,53.65507
Oceania,Australia and New Zealand,New Zealand,2020,,0.969,,0.829,57.86121,57.86121
Oceania,Australia and New Zealand,New Zealand,2021,,0.97,,0.817,,
Oceania,Australia and New Zealand,New Zealand,2022,501.0,0.969,,0.823,,
Europe,Northern Europe,Norway,2000,505.0,0.996,27.4,0.854,96.30037,96.30037
Europe,Northern Europe,Norway,2001,,0.997,,0.855,,
Europe,Northern Europe,Norway,2002,,0.996,,0.857,,
Europe,Northern Europe,Norway,2003,500.0,0.995,27.6,0.857,,
Europe,Northern Europe,Norway,2004,,0.994,31.6,0.857,,
Europe,Northern Europe,Norway,2005,,0.999,30.6,0.86,,
Europe,Northern Europe,Norway,2006,484.0,0.999,26.4,0.864,,
Europe,Northern Europe,Norway,2007,,1.0,27.1,0.864,,
Europe,Northern Europe,Norway,2008,,1.005,27.0,0.864,96.89123,96.89123
Europe,Northern Europe,Norway,2009,503.0,1.0,26.2,0.865,96.09732,96.09732
Europe,Northern Europe,Norway,2010,,0.997,25.7,0.868,96.00083,96.00083
Europe,Northern Europe,Norway,2011,,1.001,25.3,0.87,95.89608,95.89608
Europe,Northern Europe,Norway,2012,504.0,1.001,25.7,0.87,96.124237,96.124237
Europe,Northern Europe,Norway,2013,,1.0,26.4,0.856,96.04375,96.04375
Europe,Northern Europe,Norway,2014,,0.999,26.8,0.856,96.28214,96.28214
Europe,Northern Europe,Norway,2015,513.0,0.997,27.5,0.862,95.97607,95.97607
Europe,Northern Europe,Norway,2016,,0.993,28.5,0.862,93.060066,93.060066
Europe,Northern Europe,Norway,2017,,0.995,27.0,0.86,91.60162,91.60162
Europe,Northern Europe,Norway,2018,499.0,0.997,27.6,0.845,92.33887,92.33887
Europe,Northern Europe,Norway,2019,,0.994,27.7,0.853,92.20998,92.20998
Europe,Northern Europe,Norway,2020,,0.99,,0.832,91.694763,91.694763
Europe,Northern Europe,Norway,2021,,0.996,,0.836,,
Europe,Northern Europe,Norway,2022,477.0,0.997,,0.834,,
Europe,Eastern Europe,Poland,2000,479.0,0.992,,0.804,99.50333,99.50333
Europe,Eastern Europe,Poland,2001,,0.993,,0.804,,
Europe,Eastern Europe,Poland,2002,,0.993,,0.812,,
Europe,Eastern Europe,Poland,2003,497.0,0.993,,0.812,,
Europe,Eastern Europe,Poland,2004,,0.996,38.0,0.812,,
Europe,Eastern Europe,Poland,2005,,1.005,35.8,0.814,73.98409,73.98409
Europe,Eastern Europe,Poland,2006,508.0,1.005,34.7,0.805,,
Europe,Eastern Europe,Poland,2007,,1.004,34.0,0.804,,
Europe,Eastern Europe,Poland,2008,,1.005,33.5,0.831,69.08633,69.08633
Europe,Eastern Europe,Poland,2009,500.0,1.007,33.4,0.831,69.02267,69.02267
Europe,Eastern Europe,Poland,2010,,1.011,33.2,0.831,68.4386,68.4386
Europe,Eastern Europe,Poland,2011,,1.013,33.2,0.833,74.30971,74.30971
Europe,Eastern Europe,Poland,2012,518.0,1.012,33.0,0.832,74.430618,74.430618
Europe,Eastern Europe,Poland,2013,,1.012,33.1,0.827,77.85632,77.85632
Europe,Eastern Europe,Poland,2014,,1.01,32.8,0.817,78.71931,78.71931
Europe,Eastern Europe,Poland,2015,506.0,1.008,31.8,0.779,79.10197,79.10197
Europe,Eastern Europe,Poland,2016,,1.01,31.2,0.593,78.689934,78.689934
Europe,Eastern Europe,Poland,2017,,1.009,29.7,0.544,80.55491,80.55491
Europe,Eastern Europe,Poland,2018,512.0,1.012,30.2,0.523,78.96813,78.96813
Europe,Eastern Europe,Poland,2019,,1.01,28.8,0.508,79.68755,79.68755
Europe,Eastern Europe,Poland,2020,,1.014,28.5,0.449,79.675079,79.675079
Europe,Eastern Europe,Poland,2021,,1.018,28.5,0.419,,
Europe,Eastern Europe,Poland,2022,489.0,1.018,,0.417,,
Europe,Southern Europe,Portugal,2000,470.0,0.986,,0.815,92.47052,92.47052
Europe,Southern Europe,Portugal,2001,,0.988,,0.823,,
Europe,Southern Europe,Portugal,2002,,0.989,,0.824,,
Europe,Southern Europe,Portugal,2003,478.0,0.997,38.8,0.823,,
Europe,Southern Europe,Portugal,2004,,0.998,38.9,0.823,,
Europe,Southern Europe,Portugal,2005,,0.999,38.5,0.836,66.01618,66.01618
Europe,Southern Europe,Portugal,2006,472.0,0.999,38.1,0.84,,
Europe,Southern Europe,Portugal,2007,,0.995,36.8,0.84,,
Europe,Southern Europe,Portugal,2008,,0.992,36.6,0.839,59.82487,59.82487
Europe,Southern Europe,Portugal,2009,489.0,0.993,34.9,0.84,67.17749,67.17749
Europe,Southern Europe,Portugal,2010,,0.995,35.8,0.843,65.19163,65.19163
Europe,Southern Europe,Portugal,2011,,0.992,36.3,0.832,64.1166,64.1166
Europe,Southern Europe,Portugal,2012,488.0,0.991,36.0,0.832,49.883549,49.883549
Europe,Southern Europe,Portugal,2013,,0.991,36.2,0.831,52.97459,52.97459
Europe,Southern Europe,Portugal,2014,,0.991,35.6,0.831,56.74063,56.74063
Europe,Southern Europe,Portugal,2015,498.0,0.989,35.5,0.831,58.12692,58.12692
Europe,Southern Europe,Portugal,2016,,0.99,35.2,0.83,61.389591,61.389591
Europe,Southern Europe,Portugal,2017,,0.991,33.8,0.847,59.65606,59.65606
Europe,Southern Europe,Portugal,2018,492.0,0.995,33.5,0.849,59.39544,59.39544
Europe,Southern Europe,Portugal,2019,,0.994,32.8,0.821,60.01863,60.01863
Europe,Southern Europe,Portugal,2020,,0.995,34.7,0.807,60.670971,60.670971
Europe,Southern Europe,Portugal,2021,,0.997,34.6,0.811,,
Europe,Southern Europe,Portugal,2022,477.0,1.002,,0.758,,
Europe,Eastern Europe,Slovak Republic,2000,,0.987,,0.746,89.44973,89.44973
Europe,Eastern Europe,Slovak Republic,2001,,0.989,,0.746,,
Europe,Eastern Europe,Slovak Republic,2002,,0.987,,0.747,,
Europe,Eastern Europe,Slovak Republic,2003,469.0,0.988,,0.749,,
Europe,Eastern Europe,Slovak Republic,2004,,0.987,27.1,0.748,,
Europe,Eastern Europe,Slovak Republic,2005,,0.988,29.3,0.748,75.94156,75.94156
Europe,Eastern Europe,Slovak Republic,2006,466.0,0.993,25.8,0.726,,
Europe,Eastern Europe,Slovak Republic,2007,,0.994,24.7,0.73,,
Europe,Eastern Europe,Slovak Republic,2008,,0.998,26.0,0.735,70.07291,70.07291
Europe,Eastern Europe,Slovak Republic,2009,477.0,0.996,27.2,0.737,66.59057,66.59057
Europe,Eastern Europe,Slovak Republic,2010,,0.995,27.3,0.752,68.81232,68.81232
Europe,Eastern Europe,Slovak Republic,2011,,0.993,26.5,0.754,75.45825,75.45825
Europe,Eastern Europe,Slovak Republic,2012,463.0,0.992,26.1,0.74,72.46904,72.46904
Europe,Eastern Europe,Slovak Republic,2013,,0.991,28.1,0.73,75.50173,75.50173
Europe,Eastern Europe,Slovak Republic,2014,,0.993,26.1,0.732,75.53856,75.53856
Europe,Eastern Europe,Slovak Republic,2015,453.0,0.995,26.5,0.733,78.7356,78.7356
Europe,Eastern Europe,Slovak Republic,2016,,0.993,25.2,0.732,69.502373,69.502373
Europe,Eastern Europe,Slovak Republic,2017,,0.996,23.2,0.726,68.20238,68.20238
Europe,Eastern Europe,Slovak Republic,2018,458.0,0.997,25.0,0.706,68.20345,68.20345
Europe,Eastern Europe,Slovak Republic,2019,,0.995,23.2,0.742,70.19748,70.19748
Europe,Eastern Europe,Slovak Republic,2020,,0.996,24.2,0.76,73.782372,73.782372
Europe,Eastern Europe,Slovak Republic,2021,,1.003,24.1,0.758,,
Europe,Eastern Europe,Slovak Republic,2022,447.0,1.003,,0.762,,
Europe,Southern Europe,Slovenia,2000,,0.991,,0.754,,
Europe,Southern Europe,Slovenia,2001,,0.99,,0.746,,
Europe,Southern Europe,Slovenia,2002,,0.993,,0.763,,
Europe,Southern Europe,Slovenia,2003,,0.991,,0.754,,
Europe,Southern Europe,Slovenia,2004,,0.992,24.8,0.736,,
Europe,Southern Europe,Slovenia,2005,,1.002,24.6,0.738,74.37175,74.37175
Europe,Southern Europe,Slovenia,2006,494.0,1.009,24.4,0.737,,
Europe,Southern Europe,Slovenia,2007,,1.01,24.4,0.741,,
Europe,Southern Europe,Slovenia,2008,,1.006,23.7,0.741,82.06051,82.06051
Europe,Southern Europe,Slovenia,2009,483.0,1.005,24.8,0.795,82.67631,82.67631
Europe,Southern Europe,Slovenia,2010,,1.005,24.9,0.795,82.0846,82.0846
Europe,Southern Europe,Slovenia,2011,,1.009,24.9,0.789,79.84978,79.84978
Europe,Southern Europe,Slovenia,2012,481.0,1.005,25.6,0.768,83.263496,83.263496
